,user_id,name,email,address,birth_dt,phone,type,rubro
4948,MLB42208017690,Maria Luiza Fernandes,scavalcanti@example.net,"Lago Ana Vitória Rezende
Vila Maloca
11426-966 Costela / AM",2002-08-18,0300 306 5786,8.0,7.0
4949,MLB839725300,Marcela Peixoto,lopesluiz-miguel@example.com,"Vale Mirella Carvalho, 60
Madre Gertrudes
27638-324 Peixoto / TO",1932-09-27,+55 (031) 0117-3472,,
4950,MLB10527487060,Sra. Emanuella Farias,ramosisabel@example.net,"Chácara de Gomes, 64
Cardoso
34591637 Aragão / DF",1909-06-12,11 6626-1013,,
4951,MLB6731994040,Sra. Lívia Oliveira,manuela50@example.org,"Residencial Vitor Gabriel Vieira, 591
Aparecida
16092159 Cavalcanti / TO",2006-12-13,+55 (011) 8121 0869,,
4952,MLB10663766840,Sr. Lucca Almeida,melissada-cruz@example.net,"Via Pietra Duarte, 15
Vila Madre Gertrudes 3ª Seção
82577-902 Moura / RN",1913-09-08,(084) 7718-3541,,
4953,MLB8160074210,Eduardo Viana,bfogaca@example.org,"Parque Emanuelly Porto, 91
Caiçara - Adelaide
82553-557 Pereira / GO",1947-03-16,+55 (041) 5380-1821,,
4954,MLB1447349910,Vitor Gabriel Gonçalves,moraessofia@example.com,"Alameda Benjamin Lopes, 30
Conjunto Serra Verde
16803-190 Pereira de Santos / DF",1939-06-12,+55 (051) 2380 2331,,
4955,MLB4544570240,Sr. Pietro Santos,calebecostela@example.com,"Morro de da Luz, 5
Atila De Paiva
02694032 Monteiro / PI",1916-02-13,41 2925 2041,,
4956,MLB275404610,Vitória Cardoso,milenadias@example.org,"Distrito Maria Alice da Conceição, 868
Marieta 1ª Seção
29035-648 da Rocha da Mata / RR",1966-08-30,+55 84 9855 5605,,
4957,MLB3048952920,Sr. Miguel Castro,carvalhonina@example.net,"Estrada de das Neves, 1
Conjunto Jardim Filadélfia
40261615 Mendes de Silva / SC",1914-02-08,0900 475 4043,,
4958,MLB2714820630,Lucas da Costa,jaraujo@example.com,"Distrito Maria Eduarda Aragão, 56
Juliana
50875203 Dias do Sul / RJ",1983-07-31,0900 117 8666,,
4959,MLB964228420,Vitor Hugo Santos,marcelo25@example.net,"Favela de Correia, 78
Salgado Filho
34779-398 Monteiro / SP",2023-07-15,(031) 6313-7430,,
4960,MLB10646796560,Dr. Enrico Alves,ana46@example.com,"Setor de Araújo, 39
Conjunto Jardim Filadélfia
62285705 Silva das Flores / AM",2005-06-19,(031) 6570 5699,,
4961,MLB10037378010,Ana Clara Alves,luizacorreia@example.net,"Campo Thomas Correia, 50
Unidas
07971-289 Cavalcanti das Pedras / RR",1957-01-12,(051) 0079 0149,,
4962,MLB10567984610,Eduarda Cavalcanti,ebarbosa@example.com,"Parque Vitor Gabriel Rodrigues, 2
Vila Nova Gameleira 3ª Seção
75982-923 Lima / MT",1988-02-02,+55 61 2204-5528,,
4963,MLB1092108510,Sra. Maria Eduarda Freitas,limamaite@example.net,"Lago Guilherme Nascimento, 31
São Francisco
48117758 Mendes / CE",2010-06-06,(071) 5789 1636,,
4964,MLB44391395900,Nicole Aragão,carolina84@example.net,"Estrada Sales, 856
Casa Branca
39721307 da Rocha / AC",1949-04-05,+55 11 0850-9041,9.0,2.0
4965,MLB10495758300,Ian Caldeira,julia25@example.net,"Estação Lima, 40
Sagrada Família
42709-209 da Paz / RR",1928-03-16,84 3741-2514,,
4966,MLB10489162870,Calebe Peixoto,tda-luz@example.org,"Passarela Sarah Rodrigues, 732
Barro Preto
20509-793 da Luz do Galho / RN",1954-09-19,+55 (011) 6281 5581,,
4967,MLB2406256270,Isabelly Novaes,fcostela@example.org,"Rodovia de Barbosa, 10
Santa Branca
73295-007 Rodrigues / MS",1952-06-12,31 7100-4047,,
4968,MLB10210443370,Ana Laura Rocha,marianascimento@example.net,"Campo Catarina Porto
Morro Dos Macacos
49447195 Monteiro do Norte / PB",1981-03-23,+55 84 9666 5779,,
4969,MLB7863936730,Mariane Pereira,nicolemonteiro@example.com,"Quadra de Melo, 614
São Gabriel
09613314 da Mata Grande / AP",2008-08-02,+55 (031) 9749-2109,,
4970,MLB4920074220,Juliana Farias,joao-vitor07@example.org,"Estrada Maria Julia Nogueira, 14
Santa Isabel
16291-020 da Mata da Mata / PB",1981-02-15,21 3586-1175,,
4971,MLB2495296220,Dr. Enzo Castro,ipinto@example.org,"Pátio de Jesus, 7
Alta Tensão 1ª Seção
16438-848 Freitas de Ramos / SP",1965-09-10,(051) 1142 7624,,
4972,MLB10117956590-1,Erick Rezende,alvesrebeca@example.org,"Estrada Julia Araújo, 9
Vila Pilar
25111-483 da Mota das Pedras / RR",2004-01-30,0300 663 9770,,
4973,MLB242869580,André Pinto,kevin28@example.org,"Vereda da Paz, 35
Lindéia
81285-970 Nogueira / TO",2001-10-14,51 0113 5894,,
4974,MLB1662967580,Catarina Araújo,barbarabarros@example.com,"Setor Carvalho, 1
Vila Da Luz
32689-420 Monteiro / AM",1985-06-29,+55 (011) 4244-1048,,
4975,MLB4054787740,Davi Lucca Cardoso,giovannalopes@example.com,"Pátio da Mata, 57
Vila Suzana Primeira Seção
20940780 Sales de Oliveira / RS",1916-01-09,51 5719 5001,,
4976,MLB2124123180-1,Yasmin Ferreira,nda-cunha@example.com,"Núcleo de Araújo, 768
Vila Copacabana
83340042 Mendes / SE",2017-12-05,+55 (081) 7435 4820,,
4977,MLB6611756650,Emanuelly Viana,lpinto@example.com,"Viela da Luz, 28
Xodo-Marize
42209442 Correia do Oeste / MT",1996-08-02,81 3110 9802,,
4978,MLB4528939820,Dr. Joaquim da Luz,teixeiraisabel@example.org,"Distrito Alves, 26
Taquaril
24944-430 Almeida / PA",1974-11-26,+55 51 6249 9517,,
4979,MLB4445788060,Caio Farias,luiz-henrique03@example.net,"Quadra Ramos, 998
Engenho Nogueira
85536319 Moreira do Campo / RS",2005-10-23,+55 (071) 3808-6591,,
4980,MLB44356581320,Henrique Moreira,isabella34@example.org,"Alameda de Nogueira, 73
Atila De Paiva
51872-987 Barros / MT",1967-06-26,+55 51 4482 3112,,2.0
4981,MLB1523990070-1,Sr. Alexandre Alves,felipenascimento@example.org,"Recanto Milena Pereira, 61
Vila Nova Paraíso
86672124 Novaes / MT",1913-04-16,+55 84 6100 9436,,
4982,MLB2103667490,Sra. Catarina Gomes,andre03@example.org,"Passarela Vinicius Castro
Alípio De Melo
13141206 da Mota / SC",1973-03-14,(011) 7721 4025,,
4983,MLB10524749170,Esther Lopes,emanuellyda-costa@example.com,"Via Calebe da Mata, 48
Ademar Maldonado
02827-405 Cavalcanti / DF",1911-07-31,71 0781-1977,,
4984,MLB2828096340-1,Fernanda Moura,zcampos@example.net,"Rua de Silva, 951
Conjunto Jatoba
95089557 Moreira / MA",1967-06-26,(081) 8638 2959,,
4985,MLB6517370230,Carolina Nogueira,beatrizda-luz@example.com,"Parque de Cardoso, 647
Caiçara - Adelaide
69924324 Moreira / RJ",1920-10-02,51 5872 6289,,
4986,MLB1425255480,Marcela Alves,kevinteixeira@example.net,"Vereda Stella Costa, 30
Vila Havaí
55997-397 Costela da Mata / PE",1923-07-07,+55 21 8055-2381,,
4987,MLB6347531350,André Aragão,ianaraujo@example.net,"Trecho Silva, 82
Planalto
33733-778 da Luz / AL",1994-08-21,+55 84 8367 7510,,
4988,MLB10416154500,Lorena Rocha,thales79@example.com,"Estação de Correia, 30
Vila São Geraldo
21280653 Moura / RS",2020-11-04,+55 (041) 4822 7352,,
4989,MLB4946459990,Dra. Maria Julia Mendes,maria-eduarda31@example.com,"Vila Rafael Rodrigues, 3
Santa Sofia
07283485 da Mata / CE",1977-01-08,+55 (031) 3363-9673,,
4990,MLB10293185900,Sra. Ana da Luz,nascimentokevin@example.net,"Lagoa Gustavo Pereira, 88
Santa Cecilia
19595076 Gonçalves do Norte / PA",2012-06-20,(061) 2862-7602,,
4991,MLB44646715690,João Duarte,igor39@example.net,"Sítio Bianca Porto, 42
Horto Florestal
85442064 da Conceição de Goiás / RJ",1993-12-14,(041) 4721-4580,,2.0
4992,MLB4771767810,Cecília Rodrigues,isabella32@example.net,"Campo Silva, 46
Esperança
65429-581 Duarte da Prata / MS",2018-04-17,84 4956 6844,,
4993,MLB8404478510,Ana Beatriz Ribeiro,noahalves@example.net,"Avenida Farias
Vila Madre Gertrudes 4ª Seção
53357795 Aragão das Pedras / CE",1916-08-12,71 0266-9247,,
4994,MLB10517994170-1,Dr. Eduardo Freitas,ymoura@example.com,"Parque de da Rosa
Santo Agostinho
71709-896 da Costa das Flores / RO",1964-08-06,41 1324 1714,,
4995,MLB5450115210,Thales Rodrigues,antonio42@example.com,"Vale Fernando Nunes, 3
Boa Viagem
20447-336 Azevedo / RO",1928-07-30,0900 294 0215,,
4996,MLB2256665190,Dra. Maysa Monteiro,xda-mota@example.net,"Largo da Mota, 8
Vila Independencia 3ª Seção
31131-249 Moreira / MT",1970-02-11,41 5846 5780,,
4997,MLB2414280880,Camila da Rosa,xmelo@example.com,"Ladeira das Neves, 625
Mangabeiras
08349-505 Caldeira / SC",1938-09-20,(084) 5760-8841,,
4998,MLB7815814780,Srta. Bárbara Almeida,joao-pedrosilva@example.com,"Passarela de Araújo, 5
Bacurau
10954-284 Moraes / SC",1908-05-23,+55 84 0234 7974,,
4999,MLB7664934740,Maria Santos,teixeirayasmin@example.com,"Via da Paz, 17
Santa Rita
39860-491 Ferreira / SC",1908-10-05,(084) 0169 1700,,
5000,MLB10512121560-1,Sarah Teixeira,da-costamaite@example.net,"Sítio de Moraes, 62
Fazendinha
70091-341 Monteiro de Goiás / PA",2008-04-02,+55 31 2250-6578,,
5001,MLB10640012380,Luiza Farias,isabel22@example.com,"Chácara Fernandes, 2
Urca
71315158 da Luz de Lima / RJ",1949-06-03,51 0549 9820,,
5002,MLB10007151650,Dra. Ana Laura Jesus,mouraclara@example.net,"Praia de Peixoto, 71
Nova Vista
73155777 Campos do Amparo / PB",1976-05-22,+55 (061) 2909-7034,,
5003,MLB410320477400,Dr. Anthony Fogaça,nalmeida@example.org,"Chácara Diego Nunes, 69
Bom Jesus
47721-409 Cunha / GO",1964-02-23,51 4906 8918,,9.0
5004,MLB44425827220,Clara Alves,rdas-neves@example.net,"Feira Sabrina Ramos, 2
Delta
46714169 Duarte / PE",1910-03-28,+55 (081) 9695 5820,8.0,5.0
5005,MLB10515412470,Amanda Lopes,nathanda-costa@example.net,"Chácara de Pinto, 13
Prado
21971538 Gonçalves / MA",2013-12-11,+55 61 5678 3018,,
5006,MLB7443185890,Breno Rocha,silveiragustavo@example.net,"Pátio Melo, 72
Ambrosina
50432-132 Duarte / PR",1981-04-10,+55 (031) 2239-8049,,
5007,MLB2861341800,Dra. Alexia Duarte,stephany59@example.com,"Estrada Pereira, 548
Sport Club
68384246 Caldeira / RN",2008-03-25,+55 (011) 6259-2052,,
5008,MLB410591053650,Vitor Gabriel Oliveira,fernando50@example.com,"Estação Cunha, 71
Inconfidência
09088991 Silveira / MT",1938-02-02,(011) 1368-1104,9.0,2.0
5009,MLB75163540,Lucca Vieira,fernanda16@example.net,"Favela de Vieira
Vila Paris
25089045 Lima de Souza / MG",2019-10-09,(041) 4344-1476,,
5010,MLB4431309500,Lorenzo Campos,rodriguesdaniel@example.net,"Campo Cauê da Costa
Ribeiro De Abreu
57097348 Souza Grande / MT",1948-08-13,+55 41 1776 7581,,
5011,MLB410386505222,Giovanna Almeida,valentina05@example.com,"Rodovia Catarina Farias, 47
Vila Copacabana
13252752 Mendes / GO",1999-01-09,0900 221 4867,,9.0
5012,MLB410578711010,Rafael da Cruz,elisa26@example.net,"Vereda das Neves, 99
Álvaro Camargos
80121-642 Moraes Grande / RJ",2016-06-16,+55 (084) 7991-8688,8.0,9.0
5013,MLB10548637590,Luiz Otávio Teixeira,marianeda-rosa@example.com,"Conjunto Rodrigues, 53
Santo Agostinho
48136767 Teixeira da Prata / AM",1983-04-07,51 7776 0111,,
5014,MLB2207075400,Amanda Duarte,ymartins@example.com,"Alameda Martins, 941
Independência
25456116 Costela / GO",1931-02-08,+55 (021) 2458 1618,,
5015,MLB1479886440,Thales Porto,pedro-henriqueduarte@example.net,"Travessa Clara Monteiro, 2
Canadá
15919-784 Novaes do Oeste / BA",1953-08-28,+55 71 7710-4558,,
5016,MLB10311711650-1,Bryan Mendes,correiacecilia@example.org,"Parque de Rodrigues, 6
Estoril
55266-663 Moraes / AM",1907-11-17,61 2470-4530,,
5017,MLB41385955510,Alexia Cavalcanti,guilhermelopes@example.org,"Viela Pires, 421
Vila Sesc
13201239 Cardoso / CE",2021-08-09,+55 (051) 3274-1961,8.0,1.0
5018,MLB3778545530,Maria Cecília Mendes,yda-cunha@example.org,"Setor de da Mota, 3
Taquaril
14690-271 Almeida de Pereira / GO",2013-11-23,0800-598-6848,,
5019,MLB7305030790,Lívia da Mata,francisco40@example.com,"Viaduto Carvalho, 67
Granja Werneck
73211-536 da Conceição de Novaes / AL",1990-11-17,(061) 9620-6614,,
5020,MLB2103570100,Alícia Souza,kevin81@example.com,"Loteamento Lucca Cunha, 14
Granja De Freitas
97692210 Mendes / GO",1919-08-18,+55 (041) 9725 9943,,
5021,MLB1237153960,Beatriz Oliveira,juliagoncalves@example.com,"Jardim Benício da Mota, 43
Andiroba
56043-971 Silva dos Dourados / AL",2002-06-14,21 1183-5873,,
5022,MLB10538478880,Maria Clara Ramos,uda-rocha@example.org,"Passarela Silveira, 83
Santa Rita
80184941 das Neves / BA",2018-02-25,11 2961 1767,,
5023,MLB7616885720,Dr. Raul Nascimento,isis35@example.com,"Núcleo Matheus Gomes, 73
Distrito Industrial Do Jatoba
70376-943 da Cunha do Sul / AM",1957-11-06,+55 21 3610-2343,,
5024,MLB10543141620,Dr. Bruno Caldeira,jcarvalho@example.org,"Quadra Peixoto, 91
Piratininga
93804-295 da Rocha / AM",1983-06-12,+55 (041) 7090-1027,,
5025,MLB10302406980,Igor Nunes,dcunha@example.net,"Lago Aragão, 61
Esplanada
10304-884 Novaes / ES",2008-07-10,41 2810 9118,,
5026,MLB10538540840,Emilly Pereira,camila69@example.net,"Morro Ribeiro
Lagoa
08328666 da Conceição de Goiás / MG",1982-04-01,+55 81 5699 1484,,
5027,MLB3585142030-1,Bryan Nogueira,vieirathomas@example.net,"Travessa Emanuella da Mata, 6
Inconfidência
23458400 Costela do Galho / SP",1993-01-14,71 2493-7087,,
5028,MLB4765077840,Julia Carvalho,pereirapedro@example.org,"Sítio Almeida, 893
Vitoria
74849-011 Dias das Flores / DF",1975-04-14,+55 (071) 0349 6029,,
5029,MLB4982719510,Leandro Ramos,diegoviana@example.org,"Ladeira de da Cruz
Santa Branca
83476-563 Araújo / RN",2020-08-25,+55 (081) 0226 5451,,
5030,MLB7184556980,Levi Castro,cteixeira@example.org,"Favela de Porto, 140
Vila De Sá
00354-229 Souza de da Mota / AP",1986-08-08,+55 (041) 5386-3144,,
5031,MLB2366104370,Srta. Ana Júlia Barbosa,ian45@example.com,"Setor de Ferreira, 27
Conjunto Santa Maria
08694660 Rodrigues do Galho / RJ",1938-12-26,(021) 3437 9742,,
5032,MLB3937976130-1,Dr. Bernardo da Paz,fernandosilva@example.org,"Recanto da Mota
Padre Eustáquio
84070-756 Sales / AP",1994-11-04,11 1785 3184,,
5033,MLB42365905940,Isis Ferreira,bdas-neves@example.net,"Chácara Silva, 82
Santa Cecilia
96547-566 Campos das Pedras / PI",1966-09-11,+55 51 5559 0175,,8.0
5034,MLB1739239490,Lorenzo Monteiro,ana-juliamoura@example.org,"Estação Rodrigues, 243
São Vicente
99055-411 Santos / RN",1949-08-09,+55 84 1331-2651,,
5035,MLB10524370480,Srta. Milena Ferreira,maria-eduardada-mota@example.com,"Condomínio Noah Moreira
Ouro Minas
15471-331 Farias / PB",1932-05-18,+55 71 3049-1634,,
5036,MLB10596338320,Thales Cunha,qda-paz@example.net,"Viaduto Bianca Rocha, 99
Ventosa
41580-634 Freitas / AC",1955-08-17,61 9012-2259,,
5037,MLB2505900270,Laís Carvalho,da-motahenrique@example.net,"Aeroporto Nascimento
Pindorama
34544-011 Castro de Minas / RJ",2003-05-22,0300 980 0670,,
5038,MLB1185424440,Maitê Ramos,vieiraana-beatriz@example.org,"Vereda Viana, 99
Estoril
62043759 Alves / DF",1946-01-09,+55 84 3917 2695,,
5039,MLB6548841130,Luiza Cunha,daniela03@example.net,"Travessa Amanda Castro, 697
Vila Engenho Nogueira
73496-670 Azevedo / PB",1922-11-27,81 6801 1238,,
5040,MLB3251557670,Laís Mendes,luana37@example.com,"Área Cardoso, 61
Fernão Dias
75140-700 Ferreira de Nascimento / MA",1995-06-08,+55 (011) 7481 3934,,
5041,MLB5663532250,Otávio Cardoso,valentinada-luz@example.net,"Passarela Isabel Gonçalves, 4
Cachoeirinha
37996655 da Mata de Rodrigues / SC",1953-01-16,81 1125-2646,,
5042,MLB410555699590,Joaquim Ribeiro,hda-luz@example.org,"Ladeira Fernandes
Vila Da Paz
14166-661 Sales de Carvalho / RS",1934-12-30,+55 (031) 1935 4873,9.0,4.0
5043,MLB1603094800,Luiz Miguel da Luz,umoreira@example.org,"Praça Barros, 37
Rio Branco
14300153 Ramos / GO",2019-07-28,(021) 4348 6092,,
5044,MLB47461769000,Bruno Vieira,nunescarolina@example.com,"Esplanada João Miguel Vieira, 74
Vila São Rafael
79124-283 da Costa do Campo / AP",1945-10-06,0300 981 3995,,9.0
5045,MLB41903466580,Dra. Mariane Moura,ana-luizaalves@example.org,"Estrada Letícia das Neves, 2
Itaipu
44991-867 Viana / AC",1980-08-18,+55 (061) 6369 2775,,1.0
5046,MLB10662861310,Lorena da Costa,qjesus@example.org,"Trecho Vitor Gabriel Rocha, 74
Conjunto Jatoba
48019178 Sales da Prata / BA",1922-04-08,+55 61 9177-3006,,
5047,MLB1433064050,Mirella Vieira,maite05@example.net,"Praia Jesus, 1
João Pinheiro
55523-522 Gomes da Serra / PR",1941-04-08,+55 (084) 7632-4577,,
5048,MLB10239251680,Alexia Barbosa,luiz-miguelnovaes@example.com,"Rua de Farias
Solimoes
69568-025 Sales de Rocha / ES",2018-12-24,+55 (084) 2296 6651,,
5049,MLB10499775210,João Guilherme Gomes,qporto@example.org,"Estrada Diogo Nascimento, 68
Madri
39741220 Carvalho / AC",1988-11-09,(071) 9087 7878,,
5050,MLB10051190430,Heloísa Silva,omartins@example.org,"Favela de Duarte, 8
Dom Silverio
32767873 Oliveira da Praia / RS",1948-07-21,+55 (041) 9007 0231,,
5051,MLB1226680260,Calebe Lopes,silvamaria-alice@example.com,"Chácara Paulo da Rocha, 58
Vila Cloris
13939306 Vieira / RN",2018-09-04,+55 (011) 7214-6938,,
5052,MLB10629056240,Juan Moura,castroluana@example.com,"Viaduto Gabriela Mendes
Buritis
53468-563 da Paz / MS",1936-06-12,41 5268-4187,,
5053,MLB49165133180,Thomas Oliveira,juan02@example.org,"Distrito Gonçalves, 35
Alto Barroca
22085-319 Ferreira de Goiás / MS",1955-11-25,(081) 4312-4765,9.0,2.0
5054,MLB2935061670,Brenda Cardoso,hlopes@example.com,"Campo de Freitas
Tres Marias
05280-390 Silveira de Novaes / AC",2004-12-02,+55 (084) 4977 7158,,
5055,MLB7168942150,Stephany Costela,laramendes@example.com,"Via Luiz Miguel Pires, 38
Embaúbas
21333-674 Freitas Verde / RR",1980-10-01,+55 (061) 9970 9500,,
5056,MLB10542488600,Helena Caldeira,kaique75@example.net,"Praça Porto, 17
Coqueiros
34560-353 Rezende das Pedras / RS",1913-08-07,+55 11 7704-5716,,
5057,MLB2293234710,Francisco Fernandes,rnovaes@example.com,"Loteamento de Mendes, 171
Vila Nova Cachoeirinha 2ª Seção
67880-983 Gonçalves / PI",1958-06-14,+55 51 7761 3489,,
5058,MLB4543864890,Isabella Alves,da-cruzbenjamin@example.com,"Alameda de Melo, 41
Conjunto Paulo Vi
35672-528 Martins / DF",2017-03-21,(051) 5438 5312,,
5059,MLB4457701820,Natália da Costa,maria-juliada-rocha@example.com,"Pátio Aragão, 76
Vila Bandeirantes
68323-787 Melo do Galho / AL",2013-08-28,(011) 2560 4719,,
5060,MLB10643525090,Srta. Maria Clara Monteiro,cauamoraes@example.org,"Feira de Almeida, 54
Mariano De Abreu
95090-132 da Costa de Peixoto / PR",2019-03-24,+55 21 0934 4356,,
5061,MLB2658576470,Yago Costa,ida-cunha@example.net,"Sítio Augusto Costela, 7
Boa União 2ª Seção
52462847 Sales Grande / RO",1965-06-19,(011) 0606 1512,,
5062,MLB1467756420,Raquel Campos,natalia89@example.net,"Trevo Ian Pereira, 55
Vila Pilar
88374775 Ramos / MT",1992-03-23,(011) 4347-0430,,
5063,MLB10331348950,Pietro Silva,qbarros@example.org,"Praia de Farias
Mineirão
18387-946 Gonçalves das Pedras / RN",1911-10-10,+55 31 5542-5462,,
5064,MLB10605260760-1,Yuri da Mota,omelo@example.org,"Morro Silveira, 50
Solar Do Barreiro
83097-634 Costela / MT",1974-01-02,(021) 4646-2075,,
5065,MLB10124059170,Brenda Moura,laisnogueira@example.net,"Parque de Santos, 52
Vila São João Batista
80318334 Rezende de Jesus / CE",1943-09-13,+55 (051) 0141-2875,,
5066,MLB2026375510,Maria Alice Costa,milena53@example.org,"Aeroporto de da Mota, 2
Vila Pilar
05535-839 Monteiro da Serra / PE",1940-01-01,84 1122 7933,,
5067,MLB3944612340,Sophie Barros,augusto57@example.com,"Parque Felipe da Luz, 9
Vila Sesc
22732593 Ribeiro / CE",2017-11-06,(061) 6597 5222,,
5068,MLB5779012570,Dr. Benício Gonçalves,da-rosacamila@example.org,"Estrada Pedro Pinto, 7
Conjunto Floramar
38717220 Farias / AL",1990-12-15,+55 (071) 8585-8731,,
5069,MLB6203448170-1,Levi Cavalcanti,maria-luizaferreira@example.org,"Praça Clara Ramos, 42
Vila Canto Do Sabiá
63529-038 Jesus / TO",2018-09-12,41 2851 3386,,
5070,MLB410013956190,Luiz Henrique Cardoso,joao-gabriel44@example.com,"Parque de Viana, 90
Ventosa
22771376 Fernandes de Dias / RR",2005-02-27,+55 21 8124-1442,8.0,2.0
5071,MLB10064609320,Benjamin Cavalcanti,caldeiramariana@example.org,"Lago Rebeca Moreira, 3
Vila Ouro Minas
10689768 Cavalcanti da Prata / PE",1988-01-27,21 0696-7530,,
5072,MLB2570556310,Gustavo Henrique Farias,portomarina@example.net,"Colônia de Mendes, 27
Tupi B
57194-001 Freitas de Martins / AL",1913-01-25,11 3867-5496,,
5073,MLB4396164030,Breno Costa,mouradanilo@example.net,"Núcleo de Oliveira, 593
Pilar
74526-090 Melo do Oeste / AP",1999-02-25,31 8062 4406,,
5074,MLB10465578200,Joana da Costa,duartethiago@example.com,"Parque Sophie da Rosa, 77
Apolonia
56387-833 Mendes / RN",1974-04-23,+55 (021) 8712-1224,,
5075,MLB4960969240,Augusto Carvalho,lcarvalho@example.com,"Viaduto Laura Teixeira, 31
Vila Barragem Santa Lúcia
83773187 Cavalcanti / RO",1929-12-22,+55 61 0959-0365,,
5076,MLB10600679400,Thales Santos,bnascimento@example.com,"Estação Stella Cardoso, 133
Universo
06780281 Nascimento de Goiás / PB",1927-06-19,11 4212 9028,,
5077,MLB410568784020,Sr. Guilherme da Cunha,hda-costa@example.net,"Parque Pedro Miguel Campos, 93
Granja De Freitas
13641-532 da Luz dos Dourados / AM",1931-04-11,(031) 9944-7979,9.0,5.0
5078,MLB1790648710,Dr. Lucca Sales,brendafogaca@example.com,"Pátio Pedro Cardoso, 50
Ambrosina
23703-261 Cardoso / MS",2003-05-20,(071) 4890 7074,,
5079,MLB3898433850,Esther Porto,ccampos@example.org,"Núcleo Evelyn Ramos
São João
51759-402 Almeida / RS",1987-11-10,(081) 4786 9311,,
5080,MLB10179219590,Lucas Lima,giovanna56@example.net,"Pátio de Martins, 66
Morro Dos Macacos
02450-998 Silva de Sales / GO",1993-04-12,+55 (061) 0366-5619,,
5081,MLB10508976090,Luiz Otávio Porto,nunesandre@example.com,"Avenida de Jesus, 62
Jardim Guanabara
16209286 Oliveira / ES",2020-01-14,(041) 6808-3882,,
5082,MLB10415790950,Emilly Farias,vieiramariana@example.net,"Colônia de Martins
Itapoa
53304-391 Silveira da Mata / PR",1938-08-14,+55 61 4225 0995,,
5083,MLB10648575000,Cauã Costa,pcaldeira@example.org,"Praça Alves, 92
Vila Ecológica
04843375 Cunha / SP",2003-03-20,0500-109-8655,,
5084,MLB190764830-1,Nicolas Peixoto,mmelo@example.org,"Sítio Alves, 182
Trevo
20061-333 Freitas / PI",1936-07-03,+55 84 4132 3824,,
5085,MLB6081848770,Dra. Júlia das Neves,ljesus@example.net,"Esplanada de Azevedo, 4
São Tomaz
66837346 Ribeiro do Amparo / AL",1947-06-25,(021) 0988 8178,,
5086,MLB7734657340-1,Thales Teixeira,lorenzopinto@example.com,"Conjunto Maria Alice Oliveira, 99
Xangri-Lá
65653203 Cardoso / PR",1918-10-01,(084) 6871-4300,,
5087,MLB2456559500,Vitor Costela,maria-ceciliapires@example.com,"Recanto Costela
Vila Mangueiras
25401-321 Freitas / RS",1948-09-23,0500-493-3608,,
5088,MLB410621936150,Renan Dias,pedro63@example.org,"Trevo de Costela, 32
Jardim Guanabara
91538-115 Ribeiro do Sul / PA",2008-04-07,81 9188 6699,9.0,5.0
5089,MLB10501834380,Valentina Pereira,vbarros@example.org,"Praia Barbosa, 86
Santo Antônio
97752-763 Farias das Pedras / BA",1918-07-26,41 3004 4238,,
5090,MLB2516269560,Leandro Rezende,ana-juliamartins@example.com,"Jardim Nogueira, 24
Santa Terezinha
84193995 Duarte dos Dourados / MG",1920-06-11,21 4877 9205,,
5091,MLB10594263420-1,Davi Luiz Ramos,duartebrenda@example.org,"Colônia Gomes, 551
Saudade
32370-594 Melo / PI",1984-10-09,(031) 8204 3062,,
5092,MLB10576066450,Luiz Miguel Silveira,biancasales@example.com,"Estação Noah das Neves, 416
Vila São Gabriel
04831439 Costela de Goiás / SP",1940-02-04,+55 21 1228-0327,,
5093,MLB6683246700,Luigi Jesus,pietro02@example.com,"Estação Catarina Alves, 31
Parque São José
27958-015 Rezende / TO",2003-01-28,+55 84 5118 5709,,
5094,MLB2573472710,Bernardo Lima,samuel57@example.net,"Esplanada da Rocha, 403
Santa Sofia
67704253 Silva de Moreira / RO",1916-08-16,(021) 6959-5170,,
5095,MLB1272389060,Ian da Cunha,giovannaramos@example.org,"Fazenda Mendes, 89
Conjunto Novo Dom Bosco
11136014 Fogaça de Carvalho / AM",2010-05-09,51 6850 4963,,
5096,MLB7370806030,Ana Laura Correia,moraesluna@example.org,"Área da Rocha, 9
Zilah Sposito
83911-676 Silveira do Campo / MS",1988-08-20,+55 (061) 7308-2986,,
5097,MLB2348286600,Enrico Fogaça,nataliasales@example.org,"Viaduto Ribeiro, 91
Vila Cloris
18233-553 Nogueira / AC",1988-08-02,+55 (071) 2761 0120,,
5098,MLB2559493260,Gabriel Duarte,elisaribeiro@example.net,"Via Mariane Duarte, 21
Belmonte
75133-957 da Luz / CE",1935-06-03,41 0796-3598,,
5099,MLB5299430380,Nicolas Castro,fgoncalves@example.org,"Jardim Barros, 529
Caiçara - Adelaide
02360-245 Nogueira / AL",1986-04-12,+55 11 0239 7470,,
5100,MLB10559010890,Davi Vieira,hcampos@example.org,"Estrada de Rocha, 11
Jardim Vitoria
22555-117 Duarte / AM",1912-03-31,84 2512 9511,,
5101,MLB4970557930,Dra. Alana Araújo,camposclara@example.net,"Pátio Vinicius da Cunha, 643
Biquinhas
04400-876 Souza de Barbosa / RJ",1940-02-24,(071) 6524 4661,,
5102,MLB3053535860,Elisa Azevedo,laragao@example.net,"Pátio Alves, 535
Buraco Quente
30049568 Araújo de Freitas / MA",1944-12-24,84 4980 3578,,
